sentence	label
is so bad it does n't improve upon the experience of staring at a blank screen 	0
a corny examination 	0
successfully blended satire , high camp and yet another sexual taboo into a really funny movie 	1
italian pinocchio 	1
that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics 	1
a small movie with a big heart . 	1
kiddie entertainment , sophisticated wit and symbolic graphic design 	1
unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck 	0
could just rent those movies instead , let alone seek out a respectable new one 	0
rife with the rueful , wry humor springing out of yiddish culture and language 	1
a movie just for friday fans , critics be damned . 	1
most virtuous 	1
killing time , that 's all that 's going on here . 	0
astonish and entertain 	1
have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own 	1
suffering from a severe case of hollywood-itis 	0
will warm your heart without making you feel guilty about it . 	1
the intoxicating fumes and emotional ghosts of a freshly painted rembrandt 	1
much stranger than any fiction 	0
is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd 	0
while somewhat less than it might have been , the film is a good one 	1
a rock-solid little genre picture 	1
lack contrast , are murky 	0
the heart of the film 	1
anything approaching even a vague reason to sit through it all 	0
short-story quaint , touchingly mending a child 's pain for his dead mother via communication with an old woman straight out of eudora welty . 	1
this delicate coming-of-age tale 	1
brave 	1
in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny 	1
succeeded only in making me groggy 	0
a fascinating case study of flower-power liberation -- and the price that was paid for it . 	1
you 've already seen city by the sea under a variety of titles , but 	0
standout 	1
so rich with period minutiae 	1
his outstanding performance as bond in die 	1
corniest 	0
that it makes my big fat greek wedding look like an apartheid drama 	0
infectiously 	1
draws on an elegant visual sense and a talent for easy , seductive pacing 	1
loved this film 	1
of deadpan cool , wry humor and just the measure 	1
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short . 	1
shoddy product 	0
impeccable study 	1
good line 	1
joy and pride 	1
never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . 	1
a fresh point 	1
around some intriguing questions about the difference between human and android life 	1
a wet burlap sack 	0
beautifully 	1
damon/bourne or his predicament 	1
to see this turd squashed under a truck , preferably a semi 	0
so spot on 	1
neat 	1
of the more serious-minded concerns of other year-end movies 	1
wildlife 	1
's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety . 	1
unlikeable people 	0
this illuminating comedy 	1
feels like a teenybopper ed wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama 	0
flat , 	0
exceeds expectations . 	1
an interesting exercise 	1
dreadful 	0
offers no new insight on the matter 	0
a movie full of surprises 	1
lacks the spirit of the previous two , and 	0
... the cast portrays their cartoon counterparts well ... but quite frankly , scoob and shag do n't eat enough during the film . ' 	0
one suspects that craven endorses they simply because this movie makes his own look much better by comparison . 	0
like life on the island , the movie grows boring despite the scenery . 	0
an uncomfortable movie , 	0
director marcus adams just copies from various sources -- good sources , bad mixture 	0
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group ... and never fails to entertain . 	1
the triumph 	1
it 's been hyped to be because it plays everything too safe 	0
that effectively combines two surefire , beloved genres 	1
is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching 	1
something of a public service 	1
more colorful , more playful tone 	1
can not recommend it , because it overstays its natural running time 	0
perfect medium 	1
by laurice guillen 	1
combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration . 	1
is high on squaddie banter , 	0
gold 	1
in luck 	1
a colorful , vibrant introduction to a universal human impulse 	1
as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , 	1
( a ) boldly stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain . 	0
puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less 	1
'll be treated to an impressive and highly entertaining celebration of its sounds 	1
as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . 	1
as simultaneously funny , 	1
it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life 	1
small , sweet ` evelyn 	1
a promise nor 	1
be a different kind of film 	1
are fantasti 	1
just so the documentary will be over 	0
of the finest kind 	1
the grace to call for prevention rather than to place blame , making it one of the best war movies ever made 	1
watching austin powers in goldmember is like binging on cotton candy . 	1
's like having an old friend for dinner ' 	1
left to work with , sort of like michael jackson 's nose 	0
woozy 	0
entirely stale 	0
's not that funny 	0
there 's ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin . 	1
they ought to be a whole lot scarier than they are in this tepid genre offering . 	0
's so tedious 	0
a dazzling dream of a documentary 	1
of a predictable outcome and a screenplay 	0
wo n't still be tapping 	1
it more than adequately fills the eyes and stirs the emotions 	1
imaginable 	1
thrill 	1
do well to check this one out because it 's straight up twin peaks action 	1
action hero performances 	1
visual gags 	0
, insightfully human 	1
still works . 	1
`` bowling for columbine '' remains a disquieting and thought-provoking film ... 	1
twinkling 	1
a derivative collection of horror and sci-fi 	0
's neither too erotic nor very thrilling , either . 	0
